-999 -999 -999    17.67500 -999.00000   14.93665 -999.00000 -999.00000
-999 -999 -999    15.70400 -999.00000   14.97947 -999.00000 -999.00000
-999 -999 -999    13.11300 -999.00000   14.68182 -999.00000 -999.00000
-999 -999 -999    11.75400 -999.00000   14.19278 -999.00000 -999.00000
-999 -999 -999     9.39600 -999.00000   13.61911 -999.00000 -999.00000
-999 -999 -999    11.25400 -999.00000   13.17524 -999.00000 -999.00000
-999 -999 -999    11.55000 -999.00000   12.92578 -999.00000 -999.00000
-999 -999 -999    10.35800 -999.00000   12.67976 -999.00000 -999.00000
-999 -999 -999    12.65400 -999.00000   12.51439 -999.00000 -999.00000
-999 -999 -999    12.85400 -999.00000   12.46133 -999.00000 -999.00000
-999 -999 -999    14.80000 -999.00000   12.48867 -999.00000 -999.00000
-999 -999 -999    15.13300 -999.00000   12.59329 -999.00000 -999.00000
-999 -999 -999    15.47900 -999.00000   12.71210 -999.00000 -999.00000
-999 -999 -999    11.97100 -999.00000   12.69543 -999.00000 -999.00000
-999 -999 -999    11.07700 -999.00000   12.50632 -999.00000 -999.00000
-999 -999 -999    14.92100 -999.00000   12.45055 -999.00000 -999.00000
-999 -999 -999    18.85400 -999.00000   12.67916 -999.00000 -999.00000
-999 -999 -999    16.61700 -999.00000   12.96015 -999.00000 -999.00000
-999 -999 -999    14.02500 -999.00000   13.02658 -999.00000 -999.00000
-999 -999 -999    15.97100 -999.00000   13.05500 -999.00000 -999.00000
-999 -999 -999    19.26100 -999.00000   13.29982 -999.00000 -999.00000
-999 -999 -999    14.65800 -999.00000   13.46660 -999.00000 -999.00000
-999 -999 -999    15.57900 -999.00000   13.43882 -999.00000 -999.00000
-999 -999 -999    16.10400 -999.00000   13.47875 -999.00000 -999.00000
-999 -999 -999    18.39200 -999.00000   13.64403 -999.00000 -999.00000
-999 -999 -999    17.55400 -999.00000   13.86206 -999.00000 -999.00000
-999 -999 -999    16.53300 -999.00000   13.95776 -999.00000 -999.00000
-999 -999 -999    16.61300 -999.00000   13.98516 -999.00000 -999.00000
-999 -999 -999    15.31700 -999.00000   13.93658 -999.00000 -999.00000
-999 -999 -999    11.99200 -999.00000   13.64010 -999.00000 -999.00000
-999 -999 -999     7.28300 -999.00000   12.99978 -999.00000 -999.00000
-999 -999 -999     9.74200 -999.00000   12.43615 -999.00000 -999.00000
-999 -999 -999     9.47100 -999.00000   12.08394 -999.00000 -999.00000
-999 -999 -999     9.55500 -999.00000   11.78648 -999.00000 -999.00000
-999 -999 -999    10.04600 -999.00000   11.55143 -999.00000 -999.00000
-999 -999 -999     8.74600 -999.00000   11.32382 -999.00000 -999.00000
-999 -999 -999     8.97400 -999.00000   11.09573 -999.00000 -999.00000
-999 -999 -999     7.39200 -999.00000   10.86117 -999.00000 -999.00000
-999 -999 -999     6.79200 -999.00000   10.60341 -999.00000 -999.00000
-999 -999 -999     8.68700 -999.00000   10.40490 -999.00000 -999.00000
-999 -999 -999    12.91300 -999.00000   10.35183 -999.00000 -999.00000
-999 -999 -999    14.71300 -999.00000   10.42233 -999.00000 -999.00000
-999 -999 -999    11.90400 -999.00000   10.46765 -999.00000 -999.00000
-999 -999 -999     5.68800 -999.00000   10.32088 -999.00000 -999.00000
-999 -999 -999     7.48300 -999.00000   10.09778 -999.00000 -999.00000
-999 -999 -999    10.68300 -999.00000    9.99194 -999.00000 -999.00000
-999 -999 -999    11.81700 -999.00000    9.97198 -999.00000 -999.00000
-999 -999 -999    10.69200 -999.00000    9.95173 -999.00000 -999.00000
-999 -999 -999     8.75800 -999.00000    9.87587 -999.00000 -999.00000
-999 -999 -999     9.75400 -999.00000    9.78723 -999.00000 -999.00000
-999 -999 -999    11.06200 -999.00000    9.74319 -999.00000 -999.00000
-999 -999 -999    12.15000 -999.00000    9.74109 -999.00000 -999.00000
-999 -999 -999    13.60000 -999.00000    9.78086 -999.00000 -999.00000
-999 -999 -999    13.60400 -999.00000    9.84284 -999.00000 -999.00000
-999 -999 -999    10.58800 -999.00000    9.84889 -999.00000 -999.00000
-999 -999 -999     9.95200 -999.00000    9.78929 -999.00000 -999.00000
-999 -999 -999    11.90000 -999.00000    9.75476 -999.00000 -999.00000
-999 -999 -999     8.72500 -999.00000    9.69994 -999.00000 -999.00000
-999 -999 -999     5.35000 -999.00000    9.53715 -999.00000 -999.00000
-999 -999 -999     4.53300    9.04000    9.32034 -999.00000 -999.00000
-999 -999 -999     4.43800    8.87000    9.11049 -999.00000 -999.00000
-999 -999 -999     7.76500    8.87000    8.96583 -999.00000 -999.00000
-999 -999 -999    10.42200    8.88000    8.91308 -999.00000 -999.00000
-999 -999 -999    10.37000    7.90000    8.89715 -999.00000 -999.00000
-999 -999 -999     9.99200    8.31000    8.87521 -999.00000 -999.00000
-999 -999 -999     7.06700    8.72000    8.80938 -999.00000 -999.00000
-999 -999 -999     5.18800    7.64000    8.68353 -999.00000 -999.00000
-999 -999 -999     5.96700    7.64000    8.55175 -999.00000 -999.00000
-999 -999 -999     8.00800    7.65000    8.46263 -999.00000 -999.00000
-999 -999 -999     5.32500    7.65000    8.37029 -999.00000 -999.00000
-999 -999 -999     4.91700    7.65000    8.24693 -999.00000 -999.00000
-999 -999 -999     5.37900    7.91000    8.13151 -999.00000 -999.00000
-999 -999 -999     7.26700    7.91000    8.04789 -999.00000 -999.00000
-999 -999 -999     8.62100    7.91000    8.00214 -999.00000 -999.00000
-999 -999 -999     6.90000    7.60000    7.95390 -999.00000 -999.00000
-999 -999 -999     5.48600    7.70000    7.87502 -999.00000 -999.00000
-999 -999 -999     6.49200    5.14000    7.79545 -999.00000 -999.00000
-999 -999 -999     7.67500    5.25000    7.74071 -999.00000 -999.00000
-999 -999 -999     8.15000    6.07000    7.70376 -999.00000 -999.00000
-999 -999 -999     9.62900    6.07000    7.68633 -999.00000 -999.00000
-999 -999 -999     5.34800    7.14000    7.64243 -999.00000 -999.00000
-999 -999 -999     6.51700    7.14000    7.57063 -999.00000 -999.00000
-999 -999 -999     6.98700    7.15000    7.51672 -999.00000 -999.00000
-999 -999 -999     7.46300    7.10000    7.47315 -999.00000 -999.00000
-999 -999 -999     3.11700    7.10000    7.39628 -999.00000 -999.00000
-999 -999 -999     4.27500    5.98000    7.29474 -999.00000 -999.00000
-999 -999 -999     5.90000    5.98000    7.22174 -999.00000 -999.00000
-999 -999 -999    -1.52100    5.91000    7.10347 -999.00000 -999.00000
-999 -999 -999    -4.82100    5.89000    6.90537 -999.00000 -999.00000
-999 -999 -999     1.38700    5.32000    6.74409 -999.00000 -999.00000
-999 -999 -999     0.27100    5.26000    6.62995 -999.00000 -999.00000
-999 -999 -999    -3.13300    5.19000    6.48975 -999.00000 -999.00000
-999 -999 -999    -0.62500    5.19000    6.35143 -999.00000 -999.00000
-999 -999 -999     0.47500    5.19000    6.24412 -999.00000 -999.00000
-999 -999 -999    -3.00400    5.08000    6.12681 -999.00000 -999.00000
-999 -999 -999    -1.03300    5.08000    6.00603 -999.00000 -999.00000
-999 -999 -999     1.69600    4.50000    5.91873 -999.00000 -999.00000
-999 -999 -999     5.13300    4.82000    5.87011 -999.00000 -999.00000
-999 -999 -999     3.97900    4.81000    5.83569 -999.00000 -999.00000
-999 -999 -999     4.40900    4.81000    5.79800 -999.00000 -999.00000
-999 -999 -999     1.25400    4.81000    5.74615 -999.00000 -999.00000
-999 -999 -999    -5.39200    4.81000    5.64243 -999.00000 -999.00000
-999 -999 -999    -5.52100    4.81000    5.50739 -999.00000 -999.00000
-999 -999 -999    -3.47900    4.81000    5.38903 -999.00000 -999.00000
-999 -999 -999    -0.61700    4.74000    5.30027 -999.00000 -999.00000
-999 -999 -999     0.17500    4.63000    5.23238 -999.00000 -999.00000
-999 -999 -999    -9.28700    4.63000    5.12593 -999.00000 -999.00000
